id,gender,description,season,masterCategory,subCategory,simplifiedColour,sleeve_type,neck_type
53842,Women,"Style NoteEvery girl needs choice kurtas her off-duty wardrobe. vishudh considers street fads that are trending currently adds it their latest collection kurtas. This stylish piece remains ethnic its cut silhouette but references contemporary design details create unique fusion wear. conservative at heart, this piece worn leggings delicate sandals.Product DetailsWhite blue floral printed woven kurta, round neck, short sleeves, pintucks yoke vented hemMaterial CareBlended cottonMachine wash cold water like colours using mild detergentDo not bleachDry inside out shadeWarm iron do not iron decorationsSize FitRegular fitThe model (height 5'8"" chest 33"") wearing size M",Summer,Apparel,Topwear,White,sleeveless,boat neck
53843,Women,"Style NoteEvery girl needs choice kurtas her off-duty wardrobe. vishudh considers street fads that are trending currently adds it their latest collection kurtas. This stylish piece remains ethnic its cut silhouette but references contemporary design details create unique fusion wear. conservative at heart, this piece worn leggings delicate sandals.Product DetailsWhite red printed woven kurta, round neck, short sleeves, pintucks yoke vented hemMaterial CareBlended cottonMachine wash cold water like colours using mild detergentDo not bleachDry inside out shadeWarm iron do not iron decorationsSize FitRegular fitThe model (height 5'8"" chest 33"") wearing size M",Summer,Apparel,Topwear,White,short sleeve,boat neck
53849,Women,"Black kurta blue light green print, lime green trims sequin details, V-neckline, short sleeves vented hem",Summer,Apparel,Topwear,Black/Gray,short sleeve,round neck
53850,Women,"Turquoise blue kurta, floral print, short sleeves, round neck slit, patch front, vented hem",Fall,Apparel,Topwear,Blue,long sleeve,turtle neck
53851,Women,"Green kurta, print, short sleeves, round neck slit, patch front, vented hem",Fall,Apparel,Topwear,Green,long sleeve,turtle neck
53852,Women,"Pink printed kurta, round neck slit neckline, yellow panelling at yoke, short sleeves vented hem",Summer,Apparel,Topwear,Pink/Purple,short sleeve,boat neck
53856,Women,"Dark brown printed kurta, shaped neckline, red brown tape detail 'V' shape below neckline, short sleeves vented hem",Summer,Apparel,Topwear,Brown,sleeveless,boat neck
53857,Women,"White printed kurta, round neck split V-neckline, green blue tape detail 'V' shape below neckline, short sleeves vented hem",Summer,Apparel,Topwear,White,short sleeve,boat neck
53859,Women,"Green printed kurta woven, round slit neckline, short sleeves tape detail at cuffs, brown panel front below neckline stitched detail side slits",Summer,Apparel,Topwear,Green,short sleeve,round neck
53861,Women,"Product DetailsBlueish green printed woven kurta, mandarin collar split neckline, short sleeves, paneling yoke vented hem",Summer,Apparel,Topwear,White,short sleeve,round neck
53863,Women,"Product DetailsGreen printed woven kurta, mandarin collar split neckline, short sleeves, paneling silver stitch detail yoke vented hem",Summer,Apparel,Topwear,Green,short sleeve,round neck
53864,Women,"Product DetailsBrown printed woven kurta, mandarin collar split neckline, short sleeves, paneling silver stitch detail yoke vented hem",Summer,Apparel,Topwear,Brown,sleeveless,boat neck
53866,Women,"Light blue kurti pink, orange green floral print, round neck short buttoned placket front, pleat details front, empire line elasticated gathers, three quarter sleeves, inverted box pleat at back, curved vented hem",Summer,Apparel,Topwear,Blue,sleeveless,round neck
54049,Women,Navy blue jeggings white detail soft elasticated waistband,Summer,Apparel,shirt,Blue,short sleeve,boat neck
54050,Women,Black jeggings white detail soft elasticated waistband,Summer,Apparel,shirt,Black/Gray,short sleeve,boat neck
54052,Women,Navy blue Leggings soft elasticated waistband,Summer,Apparel,shirt,Blue,short sleeve,boat neck
54053,Women,White leggings soft elasticated waistband,Summer,Apparel,shirt,White,sleeveless,boat neck
54054,Women,"Dark green leggings soft, elasticated waistband",Summer,Apparel,shirt,Green,short sleeve,round neck
54055,Women,Rust coloured leggings soft elasticated waistband,Summer,Apparel,shirt,Orange/Yellow,sleeveless,round neck
54056,Women,"Dark pink leggings soft, elasticated waistband",Summer,Apparel,shirt,Pink/Purple,short sleeve,round neck
54057,Women,"Sea Green leggings soft, elasticated waistband",Summer,Apparel,shirt,Green,short sleeve,boat neck
54058,Women,Green leggings soft elasticated waistband,Summer,Apparel,shirt,Green,sleeveless,boat neck
54059,Women,Cream leggings soft elasticated waistband,Summer,Apparel,shirt,White,short sleeve,round neck
54060,Women,"Green patiala pants, drawstring at waist, pleating thigh tapered leg",Summer,Apparel,shirt,Green,short sleeve,boat neck
54079,Women,"Style Notemumbai slang sets cosmo street trends this kurti. Those interested colour blocking wear this bright contrasting leggings or pants. Others who want keep their look classic chic pair this tonal leggings, embellished slippers.Product DetailsBlack woven kurti, mandarin collar split neckline, embroidery pintucks front, three fourth sleeves lace cuffs embroidery hemMaterial CareBlended cottonWash dark colours separatelyDo not bleachWarm ironSize FitRegular FitThe model (height 5'8"" chest 32"") wearing size M",Summer,Apparel,Topwear,Black/Gray,sleeveless,boat neck
54080,Women,"Style Notemumbai slang sets cosmo street trends this kurti. Those interested colour blocking wear this bright contrasting leggings or pants. Others who want keep their look classic chic pair this tonal leggings, embellished slippers.Product DetailsBrown woven kurti, mandarin collar split neckline, embroidery pintucks front, three fourth sleeves lace cuffs embroidery hemMaterial CareBlended cottonWash dark colours separatelyDo not bleachWarm ironSize FitRegular FitThe model (height 5'8"" chest 32"") wearing size M",Summer,Apparel,Topwear,Brown,sleeveless,round neck
54081,Women,"Style Notemumbai slang sets cosmo street trends this kurti. Those interested colour blocking wear this bright contrasting leggings or pants. Others who want keep their look classic chic pair this tonal leggings, embellished slippers.Product DetailsRed woven kurti, mandarin collar split neckline, embroidery front, three fourth sleeves lace cuffs embroidery hemMaterial CareBlended cottonWash dark colours separatelyDo not bleachWarm ironSize FitRegular FitThe model (height 5'8"" chest 32"") wearing size M",Summer,Apparel,Topwear,Red,sleeveless,boat neck
54082,Women,"Style Notemumbai slang sets cosmo street trends this kurti. Those interested colour blocking wear this bright contrasting leggings or pants. Others who want keep their look classic chic pair this tonal leggings, embellished slippers.Product DetailsBlue woven kurti, mandarin collar split neckline, embroidery yoke, chest button placket, three fourth sleeves mid button tabs curved hemMaterial CareBlended cottonWash dark colours separatelyDo not bleachWarm ironSize FitRegular FitThe model (height 5'8"" chest 32"") wearing size M",Summer,Apparel,Topwear,Blue,sleeveless,boat neck
54083,Women,"Style Notemumbai slang sets cosmo street trends this kurti. Those interested colour blocking wear this bright contrasting leggings or pants. Others who want keep their look classic chic pair this tonal leggings, embellished slippers.Product DetailsTeal woven kurti, mandarin collar split neckline, embroidery yoke, chest button placket, three fourth sleeves mid button tabs curved hemMaterial CareBlended cottonWash dark colours separatelyDo not bleachWarm ironSize FitRegular FitThe model (height 5'8""and chest 32"") wearing size M",Summer,Apparel,Topwear,Blue,short sleeve,round neck
54084,Women,"Style Notemumbai slang sets cosmo street trends this top. Those interested colour blocking wear this bright contrasting capris or pants, embellished slippers.Product DetailsBlue woven top, ha U-neckline, short sleeves embroidered cuffs, embroidery sequin yoke elasticated hemMaterial CareBlended cottonWash dark colours separatelyDo not bleachWarm ironSize FitRegular FitThe model (height 5'8"" chest 32"") wearing size M",Summer,Apparel,Topwear,Blue,sleeveless,round neck
54086,Women,"Woven pink kurti, round neck embroidered smocking detail, embroidery chest, short puffed sleeves, elastication at sides waist curved hem",Summer,Apparel,Topwear,Pink/Purple,sleeveless,boat neck
54087,Women,"Blue woven top, round neckline, short puffed sleeves elasticated cuffs, elasticated smocking stitched detail around neckline, embroidered floral pattern front, elasticated near sides at waist curved hemline",Fall,Apparel,Topwear,Blue,long sleeve,turtle neck
54088,Women,"Style Notemumbai slang sets cosmo street trends this top. Those interested colour blocking wear this bright contrasting capris or pants, embellished slippers.Product DetailsBeige woven top, ha U-neckline, short sleeves embroidered cuffs, embroidery sequin yoke elasticated hemMaterial CareBlended cottonWash dark colours separatelyDo not bleachWarm ironSize FitRegular FitThe model (height 5'8"" chest 32"") wearing size M",Summer,Apparel,Topwear,Brown,sleeveless,round neck
54089,Women,"Style Notemumbai slang sets cosmo street trends this top. Those interested colour blocking wear this bright contrasting capris or pants, embellished slippers.Product DetailsPurple woven top, ha U-neckline, short sleeves embroidered cuffs, embroidery sequin yoke elasticated hemMaterial CareBlended cottonWash dark colours separatelyDo not bleachWarm ironSize FitRegular FitThe model (height 5'8"" chest 32"") wearing size M",Summer,Apparel,Topwear,Pink/Purple,sleeveless,round neck
54090,Women,"Style Notemumbai slang sets cosmo street trends this kurti. Those interested colour blocking wear this bright contrasting leggings or pants. Others who want keep their look classic chic pair this tonal leggings, embellished slippers.Product DetailsWhite woven kurti, mandarin collar split neckline, embroidery yoke, chest button placket, three fourth sleeves mid button tabs curved hemMaterial CareBlended cottonWash dark colours separatelyDo not bleachWarm ironSize FitRegular FitThe model (height 5'8"" chest 32"") wearing size M",Summer,Apparel,Topwear,White,sleeveless,boat neck
54146,Women,"Black translucent top animal print front solid black back, sleeveless, woven, round neckline, patch pocket left chest curved hemline",Summer,Apparel,Topwear,Black/Gray,short sleeve,boat neck
54192,Men,"Khaki twill weave chinos, two slant pockets sides, two buttoned welt pockets at back, stitch detailing, belt loops waistband zipped button closure front",Summer,Apparel,shirt,Brown,short sleeve,round neck
54194,Men,"Grey twill weave chinos, two slant pockets sides, two buttoned welt pockets at back, stitch detailing, belt loops waistband zipped button closure front",Summer,Apparel,shirt,Black/Gray,short sleeve,round neck
54200,Men,"Navy Blue red yellow check shirt, short sleeves upturned hem, spread collar, front full length buttoned placket, cross grain yoke at back top stitch detail tucks, denim inner collar band inner yoke, denim taping button placket curved hem",Summer,Apparel,Topwear,Blue,short sleeve,round neck
54202,Men,"White grey striped shirt, long sleeves buttoned cuff buttoned tab detail at mid sleeve, spread collar, front full length buttoned placket, cross grain yoke at back top stitch detail, contrast inner collar band inner yoke, contrast taping button buttonhole placket curved hem",Summer,Apparel,Topwear,White,sleeveless,polo
54225,Men,"Khaki twill weave chinos, two slant pockets sides, two buttoned welt pockets at back, stitch detailing, belt loops waistband zipped button closure front",Summer,Apparel,shirt,Brown,sleeveless,round neck
54226,Men,"Charcoal twill weave chinos, two slant pockets sides, two buttoned welt pockets at back, stitch detailing, belt loops waistband zipped button closure front",Summer,Apparel,shirt,Black/Gray,short sleeve,round neck
54252,Men,"White formal shirt that spread collar, long sleeves buttoned cuffs, full length buttoned placket, pocket left chest, embroidered branding above right cuff curved hemline",Summer,Apparel,Topwear,White,short sleeve,polo
